Indicator;Country;2000_value;2000_notes;2000_source;2001_value;2001_notes;2001_source;2002_value;2002_notes;2002_source;2003_value;2003_notes;2003_source;2004_value;2004_notes;2004_source;2005_value;2005_notes;2005_source;2006_value;2006_notes;2006_source;2007_value;2007_notes;2007_source;2008_value;2008_notes;2008_source;2009_value;2009_notes;2009_source;2010_value;2010_notes;2010_source;2011_value;2011_notes;2011_source;2012_value;2012_notes;2012_source;2013_value;2013_notes;2013_source;2014_value;2014_notes;2014_source;2015_value;2015_notes;2015_source;2016_value;2016_notes;2016_source;2017_value;2017_notes;2017_source;2018_value;2018_notes;2018_source;2019_value;2019_notes;2019_source;2020_value;2020_notes;2020_source
Internet users (%);Afghanistan;;;;0;;ITU estimate.;0;;Ministry of Communications.;0,09;;Ministry of Communications.;0,11;;Ministry of Communications.;1,22;;Ministry of Communications.;2,11;;Ministry of Communications.;1,9;;"ITU estimate.
ITU estimate.
ITU estimate.";1,84;;Ministry of Communications & Information Technology;3,55;;Ministry of Communications & Information Technology;4;;ITU estimate. ;5;;ITU estimate. ;5,45;;ITU estimate.;5,9;;ITU estimate.;7;;ITU estimate.;8,26;;ITU estimate.;11;;ITU estimate.;13,5;Asia Foundation, 18+.;ITU estimate.;16,8;Asia Foundation, 18+.;ITU estimate.;17,6;Asia Foundation, 18+.;ITU estimate.;18,4;;ITU estimate.
Internet users (%);Albania;0,11;;Albanian Telecom Enterprise.;0,33;;Albanian Telecom Enterprise.;0,39;;Albanian Telecom Enterprise.;0,97;;Ministry of Transport and Telecommunications.;2,42;;Ministry of Transport and Telecommunications.;6,04;;Ministry of Transport and Telecommunications.;9,61;;ITU estimate. ;15,04;;ITU estimate.;23,86;;Minister for Innovation and ICT;41,2;;Minister for Innovation and ICT;45;;Minister for Innovation and ICT;47;;ITU estimate.;49,4;;ITU estimate.;51,8;;ITU estimate.;54,3;;ITU estimate.;56,9;;ITU estimate.;59,6;;ITU Estimate.;62,4;;ITU estimate.;65,4;;ITU estimate.;68,55;;Institute of Statistics;72,24;The percentage of individuals aged 16 - 74 years old which have used the internet “in the last three months” from the moment of conducting the interview.;Institute of Statistics
Internet users (%);Algeria;0,49;;;0,65;;;1,59;;;2,2;;;4,63;;;5,84;;;7,38;;Autorité de Régulation de la Poste et des Télecommunications (ARPT).;9,45;;Autorité de Régulation de la Poste et des Télecommunications (ARPT).;10,18;;Autorité de Régulation de la Poste et des Télécommunications;11,23;;Autorité de Régulation de la Poste et des Télécommunications;12,5;;Autorité de Régulation de la Poste et des Télécommunications;14,9;;ITU estimate. ;18,2;;ITU estimate.;22,5;;ITU estimate.;29,5;;ITU estimate.;38,2;;ITU estimate.;42,95;;ITU Estimate.;47,69;;ITU estimate.;49,04;;Ministry of Post, Telecommunications, Technologies and Digital;57,9;;ITU estimate.;62,9;;ITU estimate.
Internet users (%);American Samoa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Internet users (%);Andorra;10,54;;Servei de Telecomunicacions d'Andorra (STA).;;;;11,26;;Servei de Telecomunicacions d'Andorra (STA).;13,55;;Servei de Telecomunicacions d'Andorra (STA).;26,84;;Servei de Telecomunicacions d'Andorra (STA).;37,61;;Servei de Telecomunicacions d'Andorra (STA).;48,94;;Servei de Telecomunicacions d'Andorra (STA).;70,87;;Andorra Telecom;70,04;;Andorra Telecom;78,53;;Andorra Telecom;81;;Servei de Telecomunicacions d'Andorra;81;;Servei de Telecomunicacions d'Andorra;82,7;;ITU estimate.;84,4;;ITU estimate.;86,1;;ITU estimate.;87,9;;ITU estimate.;89,7;;ITU estimate.;91,57;;Servei d'studis - Ministeri de Finances;;;;;;;;;
Internet users (%);Angola;0,11;;;0,14;;;0,27;;;0,37;;;0,46;;;1,14;;;1,5;;;1,7;;ITU estimate.;1,9;;ITU estimate.;2,3;;ITU estimate.;2,8;;ITU estimate.;4,7;;ITU estimate.;7,7;;ITU estimate.;13;;ITU estimate.;21,4;2014 Census. Share of population aged 5+ accessing the Internet in the past 12 months. ;Instituto Nacional de Estatística.;22;;ITU estimate.;23,2;Estimated based on DHS.;ITU estimate.;26;;ITU estimate.;29;;ITU estimate.;32,4;;ITU estimate.;36;;ITU estimate.
Internet users (%);Anguilla;22,41;;;25,88;;;24,8;;;24,52;;ITU estimate.;25,04;;ITU estimate.;29;;ITU estimate.;36;;ITU estimate.;41;;ITU estimate.;44;;ITU estimate.;48;;ITU estimate.;49,6;;ITU estimate.;53,64;;ITU estimate.;59,21;;ITU estimate.;64,8;;ITU estimate.;70,39;;ITU estimate.;75,98;;ITU estimate.;81,57;;ITU Estimate.;;;;;;;;;;;;
Internet users (%);Antigua and Barbuda;6,48;;Cable and Wireless (W.I.) Ltd. (C&W). A.P.U.A. Telephones. Digicel.;8,9;;ITU estimate.;12,5;;Cable and Wireless (W.I.) Ltd. (C&W). A.P.U.A. Telephones. Digicel.;17,23;;ITU estimate.;24,27;;Cable and Wireless (W.I.) Ltd. (C&W). A.P.U.A. Telephones. Digicel.;27;;ITU estimate.;30;;ITU estimate.;34;;ITU estimate.;38;;ITU estimate.;42;;ITU estimate.;47;;ITU estimate.;52;Population age 5+. Census.;Statistics Division, Census.;58;;ITU estimate.;63,4;;ITU estimate.;67,78;;ITU estimate.;70;;ITU estimate.;73;;ITU Estimate.;;;;;;;;;;;;
Internet users (%);Argentina;7,04;;SECOM.;9,78;;SECOM.;10,88;;SECOM.;11,91;;SECOM.;16,04;;SECOM.;17,72;;SECOM.;20,93;;SECOM.;25,95;;SECOM.;28,11;;SECOM.;34;;Comisión Nacional de Comunicaciones;45;;ITU estimate.;51;Population aged 10+. Estimated based on survey results for urban population.;ITU estimate based on INDEC's survey.;55,8;;ITU estimate.;59,9;;ITU estimate.;64,7;;ITU estimate.;68,04;Population age 10+.;Instituto Nacional de Estadistica y Censos;70,97;;NATIONAL INSTITUTE OF STATISTICS AND CENSUS (INDEC);74,29;Population age 4+. Refers to population living in urban areas (92% of population live in urban areas).;NATIONAL INSTITUTE OF STATISTICS AND CENSUS (INDEC);77,7;Population age 4+. Refers to population living in urban areas (92% of population live in urban areas).;INDEC.;79,9;Population age 4+. Refers to population living in urban areas (92% of population live in urban areas).;INDEC.;85,5;Population age 4+. Refers to population living in urban areas (92% of population live in urban areas).;INDEC.
Internet users (%);Armenia;1,3;;;1,63;;;1,96;;;4,58;;;4,9;;;5,25;;;5,63;;;6,02;;ITU estimate.;6,21;;Ministry of Transport and Communications;15,3;;ITU estimate.;25;;ITU estimate.;32;;ITU estimate.;37,5;;ITU estimate.;41,9;All population.;National Statistical Service;54,62;All population;National Statistical Service;59,1;;National Statistical Service;64,35;;ITU;64,74;;The Statistical Committee of the Republic of Armenia ;68,25;;The Statistical Committee of the Republic of Armenia ;66,54;;The Statistical Committee of the Republic of Armenia ;76,51;;The Statistical Committee of the Republic of Armenia 
Internet users (%);Aruba;15,44;;Servicio di Telecomunicacion di Aruba (SETAR).;17,1;;ITU estimate.;18,8;;ITU estimate.;20,8;;ITU estimate.;23;;ITU estimate.;25,4;;ITU estimate.;28;;ITU estimate.;30,9;;ITU estimate.;52;;ITU estimate.;58;;ITU estimate.;62;;ITU estimate.;69;;ITU estimate.;74;;ITU estimate.;78,9;;ITU estimate.;83,78;;ITU estimate.;88,66;;ITU estimate.;93,54;;ITU Estimate.;97,17;;ITU estimate.;;;;;;;;;
Internet users (%);Ascension;34,94;;Cable & Wireless plc. (C&W).;38,17;Data refer to 31st December.;Cable & Wireless plc. (C&W).;;;;;;;;;;;;;;;;33;;Cable & Wireless;33;;Cable & Wireless;33;;Cable & Wireless;35;;Cable & Wireless South Atlantic Ltd;36;;Cable & Wireless South Atlantic Ltd;41,03;;ITU estimate.;;;;;;;;;;;;;;;;;;;;;;;;
Internet users (%);Australia;46,76;;ABS Household Use of Information Technology Survey.;52,69;;ITU estimate.;;;;;;;;;;63;Population age 15+.;Australian Bureau of Statistics.;66;Population age 15+.;Australian Bureau of Statistics. ;69,45;Population age 15+.;Australian Bureau of Statistics.;71,67;Population age 15+.;Australian Bureau of Statistics.;74,25;Population age 15+.;Australian Bureau of Statistics.;76;;ITU estimate.;79,49;Individuals aged 15 years and over;Australian Bureau of Statistics;79;" 
Individuals aged 15 years and over";Australian Bureau of Statistics;83,45;Population age 15+.;Australian Bureau of Statistics;84;;ITU estimate.;84,56;Internet users are persons aged 15 years and over who accessed the internet for personal use in a typical week.;Australian Bureau of Statistics;86,54;;ITU Estimate.;86,55;Internet users are persons aged 15 years and over who accessed the internet for personal use in a typical week.;Australian Bureau of Statistics;87,6;;ITU estimate.;88,6;;ITU estimate.;89,6;;ITU estimate.
Internet users (%);Austria;33,73;Regular users of the Internet, Population age 14+.;Austria Internet Monitor.;39,19;Regular users of the Internet, Population age 14+.;Austria Internet Monitor.;36,56;Population age 16-74 using Internet in the last 3 months.;Eurostat.;42,7;Population age 16-74.;Eurostat.;54,28;Population age 16-74.;Eurostat.;58;Population age 16-74.;Eurostat.;63,6;Population age 16-74.;Eurostat.;69,37;Population age 16-74.;Eurostat.;72,87;Population age 16-74.;Eurostat.;73,45;Population age 16-74.;Eurostat.;75,17;Population age 16-74.;Eurostat.;78,74; Users in the last 3 months. Age 16-74.;Eurostat.;80,03; Users in the last 3 months.;Eurostat.;80,62;Population age 16-74.;Eurostat.;81;Population age 16-74.;Statistik Austria.;83,94;Individuals aged 16 to 74 years who used the Internet in the last 3 months;ITU;84,32;Individuals aged 16 to 74 years who used the Internet in the last 3 months;ITU;87,94;;Statistik Austria;87,48;;Statistik Austria;87,75;;Statistik Austria;87,53;;Statistik Austria
Internet users (%);Azerbaijan;0,15;;;0,31;;;5;;;;;;;;;8,03;;;11,99;;;14,54;;ITU estimate.;17,08;Population age 7+.;State Statistical Committee;27,4;Population age 7+.;State Statistical Committee;46;Population age 7+.;State Statistical Committee;50;Population age 7+.;ITU estimate.;54,2;;ITU estimate.;73;Population age 7+.;State Statistical Committee of Azerbaijan Republic;75;Population age 7+.;State Statistical Committee of the Republic of Azerbaijan;77;;State Statistical Committee of the Republic of Azerbaijan;78,2;;State Statistical Committee of the Republic of Azerbaijan;79;;State Statistical Committee of the Republic of Azerbaijan;79,8;;State Statistical Committee of the Republic of Azerbaijan;81,1;;State Statistical Committee of the Republic of Azerbaijan;84,6;;State Statistical Committee
Internet users (%);Bahamas;8;Estimated based on 3 times the number of subscribers.;ITU estimate.;11,8;Estimated based on 3 times the number of subscribers.;ITU estimate.;18;Estimated based on 3 times the number of subscribers.;ITU estimate.;20;;ITU estimate.;22;;ITU estimate.;25;;ITU estimate.;26;;ITU estimate.;27;;ITU estimate.;31,54;;BAHAMAS TELECOMMUNICATIONS COMPANY LTD.;33,88;;BAHAMAS TELECOMMUNICATIONS COMPANY LTD.;43;;ITU estimate.;65;;Bahamas Telecommunications Company Ltd.;71,75;;ITU estimate.;72;;ITU estimate.;76,92;;ITU estimate.;78;;ITU estimate.;80;;ITU Estimate.;80,6;;ITU estimate.;83;;ITU estimate.;85;;ITU estimate.;87;;ITU estimate.
Internet users (%);Bahrain;6,15;;;15,04;;;18,05;;;21,55;;;21,46;;;21,3;;;28,24;;;32,91;;Telecommunications Regulatory Authority (TRA);51,95;;Telecommunications Regulatory Authority (TRA);53;;Telecommunications Regulatory Authority (TRA);55;;Telecommunications Regulatory Authority (TRA);77;Estimated based on TRA 2011 Residential consumer survey;Telecommunications Regulatory Authority (TRA);88;Population age 15+. Estimated based on  2011 Residential consumer survey result and TRA analysis of the growth;Telecommunications Regulatory Authority (TRA);90;Population age 15+.;Telecommunications Regulatory Authority (TRA);90,5;Population age 15+.;Telecommunications Regulatory Authority (TRA);93,48;;Information and E-Government Authority;98;Estimated based on TRA 2016 Residential consumer survey;Information and E-Government Authority;95,88;Estimated based on TRA 2017 Residential consumer survey;Information and E-Government Authority;98,64;;Information and E-Government Authority;99,7;;Information and E-Government Authority;99,67;;Information and E-Government Authority
Internet users (%);Bangladesh;0,07;;ITU estimate.;0,13;;ITU estimate.;0,14;;ITU estimate.;0,16;;ITU estimate.;0,2;;ITU estimate.;0,24;;ITU estimate.;1;;ITU estimate.;1,8;;ITU estimate.;2,5;;ITU estimate.;3,1;;ITU estimate.;3,7;;ITU estimate.;4,5;;ITU estimate.;5;;ITU estimate.;6,63;Labour Force Survey 2013;Bangladesh Bureau of Statistics;11,9;;ITU estimate.;12,9;;ITU estimate.;18,1;;ITU estimate.;19,8;Population age 15+.;Findex.;21,8;;ITU estimate.;23,8;;ITU estimate.;24,8;;ITU estimate.
Internet users (%);Barbados;3,97;;Cable and Wireless (Barbados) Limited.;11,94;;ITU estimate.;27,84;;ITU estimate.;39,69;;Ministry of Energy and Public Utilities.;49,8;;National Council for Science and Technology (NCST).;52,5;;ITU estimate.;55,3;;ITU estimate.;58,2;;ITU estimate.;61,4;;ITU estimate.;64,7;;ITU estimate.;65,1;;ITU estimate.;66,5;;ITU estimate.;71,2;;ITU estimate.;71,8;;ITU estimate.;75,16;;ITU estimate.;76,11;;ITU estimate.;79,55;;ITU Estimate.;81,76;;ITU estimate.;;;;;;;;;
Internet users (%);Belarus;1,86;;Beltelecom.;4,3;;Beltelecom.;8,95;;Beltelecom.;;;;;;;;;;16,2;Population age 16+.;National Statistical Committee.;19,7;Population age 16+.;National Statistical Committee.;23;Population age 16+.;National Statistical Committee.;27,43;Population age 16+.;National Statistical Committee of the Republic of Belarus (Belstat);31,8;Population age 16+.;National Statistical Committee of the Republic of Belarus (Belstat);39,65;Population age 16+.;National Statistical Committee of the Republic of Belarus;46,91;Population age 16+.;National Statistical Committee of the Republic of Belarus (Belstat);54,17;Population age 6+ (break in comparability, before 16+).;National Statistical Committee of the Republic of Belarus (Belstat);59,02;Population age 6+.;National Statistical Committee of the Republic of Belarus (Belstat);62,23;During the recent 12 months.;National Statistical Committee of the Republic of Belarus (Belstat);71,11;during the recent 12 months;National Statistical Committee of the Republic of Belarus (Belstat);74,44;during the recent 12 months;National Statistical Committee of the Republic of Belarus (Belstat);79,13;Population age 6-72;National Statistical Committee of the Republic of Belarus (Belstat);82,79;;National Statistical Committee of the Republic of Belarus (Belstat);85,09;Persons aged 6-72 years.;National Statistical Committee of the Republic of Belarus (Belstat)
Internet users (%);Belgium;29,43;;Institut belge des services postaux et des télécommunications (IBPT).;31,29;;Institut belge des services postaux et des télécommunications (IBPT).;46,33;;Institut belge des services postaux et des télécommunications ;49,97;;Institut belge des services postaux et des télécommunications ;53,86;;Institut belge des services postaux et des télécommunications ;55,82;;ITU estimate.;59,72;;ITU estimate.;64,44;;ITU estimate.;66;;Belgian Institute for Postal Services and Telecommunications ;70;;Belgian Institute for Postal Services and Telecommunications ;75;;Belgian Institute for Postal Services and Telecommunications ;81,61; Users in the last 3 months. Age 16-74.;Eurostat.;80,72; Users in the last 3 months.;Eurostat.;82,17;Population age 16-74.;Eurostat.;85;Population age 16-74. Last three months. ;Eurostat;85,05;In accordance with the explanation of indicator HH7, individuals using the Internet (or Internet users) are understood to be individuals who have used the internet from any location in the last three months.;Direction Générale Statistique - Statistics Belgium;86,52;In accordance with the explanation of indicator HH7, individuals using the Internet (or Internet users) are understood to be individuals who have used the internet from any location in the last three months.;Direction Générale Statistique - Statistics Belgium;87,68;;Direction Générale Statistique - Statistics Belgium;88,65;;Direction Générale Statistique - Statistics Belgium;90,28;;Direction Générale Statistique - Statistics Belgium;91,53;;Statistics Belgium (Statbel)
Internet users (%);Belize;5,96;;Belize Telecommunications Ltd (BTL).;;;;5,68;;ITU estimate.;;;;9,8;;ITU estimate.;17;;ITU estimate.;24;;ITU estimate.;24,6;;ITU estimate.;26,3;;ITU estimate.;27,2;;ITU estimate.;28,2;Population age 5+.;Staistical Institute of Belize;30,7;;ITU estimate.;31;;ITU estimate.;33,6;;ITU estimate.;38,7;;ITU estimate.;41,59;;ITU estimate.;44,58;;ITU Estimate.;47,08;;ITU estimate.;49,8;;ITU estimate.;50,8;;ITU estimate.;;;
Internet users (%);Benin;0,23;;;0,36;;;0,7;;;0,95;;;1,18;;;1,27;;;1,54;;;1,79;;Autorité Transitoire de Régulation des Postes et Télécommunications;1,85;;Autorité Transitoire de Régulation des Postes et Télécommunications;2,24;;Autorité Transitoire de Régulation des Postes et Télécommunications;3,13;;Autorité Transitoire de Régulation des Postes et Télécommunications;4,15;Population 6+;NSO.;4,5;;ITU estimate.;4,9;;ITU estimate.;6;;ITU estimate.;11,25;;ITU estimate.;14,5;;ITU estimate.;18,7;;Findex.;19;;ITU estimate.;22,4;;ITU estimate.;25,8;;ITU estimate.
Internet users (%);Bermuda;42,95;;;47,51;;;52,03;;;56,52;;;60,99;;;65,45;;;69,9;;;74,35;;;82,3;Population age 18+.;Bermuda Government Department of Statistics.;83,25;; Bermuda Government Department of Statistics.;84,21;;ITU estimate.;88,34;;ITU estimate.;91,3;;ITU estimate.;95,3;;ITU estimate.;96,8;;ITU estimate.;98,32;;ITU estimate.;98;;ITU estimate.;98,37;;ITU estimate.;;;;;;;;;
Internet users (%);Bhutan;0,4;;;0,86;;;1,68;;;2,44;;;3,16;;;3,85;;;4,52;;;5,92;;Bhutan InfoComm and Media Authority;6,55;;Bhutan InfoComm and Media Authority;7,17;;Bhutan InfoComm and Media Authority;13,6;Country estimate. ;Ministry of Information & Communications;14,4;;"ITU estimate.
";15,6;;ITU estimate.;22,4;;ITU estimate.;30,3;;ITU estimate.;39,8;;ITU estimate.;41,77;;ITU Estimate.;46,2;;ITU estimate.;49,5;;ITU estimate.;53,5;;ITU estimate.;53,5;;ITU estimate.
Internet users (%);Bolivia (Plurinational State of);1,44;;SITTEL. ITU estimate.;2,12;;SITTEL. ITU estimate.;3,12;;SITTEL. ITU estimate.;3,51;;Superintendencia de Telecomunicaciones.;4,44;;Superintendencia de Telecomunicaciones.;5,23;;Superintendencia de Telecomunicaciones.;6,2;;Superintendencia de Telecomunicaciones.;10,5;;ITU estimate.;12,5;;ITU estimate.;16,8;;ITU estimate.;22,4;;ITU estimate.;30;;ITU estimate.;35,34;Population age 5+ in the last 12 months.;Instituto Nacional de Estadística;36,99;Population age 5+ in the last 3 months.;Instituto Nacional de Estadística;34,6;Population age 5+ in the last 3 months.;Statistic National Institute;37,49;Population age 5+ in the last 3 months.;Statistic National Institute;39,7;;ITU Estimate.;43,83;;ITU estimate.;44,29;;Instituto Nacional de Estadística;47,47;;Instituto Nacional de Estadística;59,94;;Instituto Nacional de Estadística
Internet users (%);Bosnia and Herzegovina;1,08;;Public Enterprise PTT Bosnia and Herzegovina (PTT BIH).;1,2;;Public Enterprise PTT Bosnia and Herzegovina (PTT BIH).;2,65;;Communications Regulatory Agency B & H.;3,97;;ITU estimate.;15,47;;Communications Regulatory Agency B & H.;21,33;;Communications Regulatory Agency B & H.;25,12;;Communications Regulatory Agency B & H.;27,92;;Communication Regulatory Agency;34,66;;Communication Regulatory Agency;37,74;;Communication Regulatory Agency;42,75;;ITU estimate.;43,89;;ITU estimate.;45,06;;ITU estimate.;48,52;;ITU estimate.;49,92;;ITU estimate.;52,6;;ITU estimate.;60,26;The data is corrected;Agency for Statistics of Bosnia and Herzegovina;64,89;;Agency for Statistics of Bosnia and Herzegovina;70,12;;Agency for Statistics of Bosnia and Herzegovina;69,95;;Agency for Statistics of Bosnia and Herzegovina;73,21;;Agency for Statistics of Bosnia and Herzegovina
Internet users (%);Botswana;2,9;;Botswana Telecommunication Corporation.;3,43;;Botswana Telecommunication Corporation.;3,39;;Botswana Telecommunication Corporation.;3,35;;Botswana Telecommunications Authority (BTA).;3,3;;Botswana Telecommunications Authority (BTA).;3,26;;ITU estimate.;4,29;;Botswana Telecommunications Authority (BTA).;5,28;;BOTSWANA TELECOMMUNICATIONS AUTHORITY;6,25;;BOTSWANA TELECOMMUNICATIONS AUTHORITY;6,15;;Estimate from BOTSWANA TELECOMMUNICATIONS AUTHORITY;6;;Botswana Telecommunications Authority;9;;RIA.;16;;ITU estimate.;30;;ITU estimate.;36,74;;Central Statistics Office.;37,31;;ITU estimate.;39,36;;ITU Estimate.;41,41;;ITU estimate.;58;;ITU estimate.;61;;ITU estimate.;64;;Statistics Botswana
Internet users (%);Brazil;2,87;;;4,53;;;9,15;;;13,21;;;19,07;;;21,02;Population age 10+ using internet in the last 3 months.;IBGE.;28,18;Population age 10+. Estimated based on urban/rural distribution of Internet users in 2008 (as 2006 Survey collected only urban data).;ITU estimate based on Brazilian Internet Steering Committee.;30,88;Population age 10+. Estimated based on urban/rural distribution of Internet users in 2008 (as 2006 Survey collected only urban data).;ITU estimate based on Brazilian Internet Steering Committee.;33,83;Population age 10+ using internet in the last 3 months.;Brazilian Internet Steering Committee.;39,22;Population age 10+ using internet in the last 3 months.;Brazilian Internet Steering Committee.;40,65;In the last 3 months. Population 10+.;Brazilian Internet Steering Committee.;45,69;Population age 10+ using internet in the last 3 months.;Brazilian Internet Steering Committee.;48,56;Population age 10+.;NIC.br;51,04;Population age 10+.;NIC.br;54,55;Population age 10+.;NIC.br;58,33;;Brazilian Internet Steering Committee;60,87;;ITU;67,47;;Brazilian Institute of Geography and Statistics;70,43;;Brazilian Institute of Geography and Statistics;73,91;;NIC.br;81,34;;NIC.br
Internet users (%);British Virgin Islands;;;;;;;18,89;;;;;;;;;;;;;;;;;;;;;36;;Telecommunications Regulatory Commission;37;;Telecommunications Regulatory Commission;37,4;;;37,6;;;;;;;;;;;;77,7;;Telecommunications Regulatory Commission;77,7;;Telecommunications Regulatory Commission;;;;;;;;;
Internet users (%);Brunei Darussalam;9;;Jabatan Telekom Brunei (JTB). Ministry of Communications.;12,92;;Jabatan Telekom Brunei (JTB). Ministry of Communications.;15,33;;AiTi.;19,6;;AiTi.;29,72;;AiTi.;36,47;;AiTi.;42,19;;AiTi.;44,68;;Authority for Info-communications Technology Industry of Brunei Darussalam (AITI);46;Estimate.;Authority for Info-communications Technology Industry of Brunei Darussalam;49;Estimate.;Authority for Info-communications Technology Industry of Brunei Darussalam;53;;ITU estimate.;56;;ITU estimate.;60,27;;ITU estimate.;64,5;;ITU estimate.;68,77;;ITU estimate.;71,2;;ITU estimate.;90;;Authority for Info-communications Technology Industry of Brunei Darussalam;94,87;;ITU estimate.;95;;Authority for Info-communications Technology Industry of Brunei Darussalam;95;;Authority for Info-communications Technology Industry of Brunei Darussalam;95;;Authority for Info-communications Technology Industry of Brunei Darussalam
Internet users (%);Bulgaria;5,37;;Bulgarian Telecommunications Company Ltd.;7,61;;Bulgarian Telecommunications Company Ltd.;9,08;;Communications Regulation Commission.;12,04;;Communications Regulation Commission.;18,13;Population age 16-74.;Eurostat;19,97;Population age 16-74.;Communications Regulation Commission.;27,09;Population age 16-74.;Eurostat;33,64;Population age 16-74.;Communications Regulation Commission;39,67;Population age 16-74.;Communications Regulation Commission;45;"Population age 16-74.
";Communications Regulation Commission;46,23;"Population age 16-74.
";Communications Regulation Commission;47,98; Users in the last 3 months. Age 16-74.;Eurostat.;51,9; Users in the last 3 months.;Eurostat.;53,06;Population age 16-74.;Eurostat.;55,49;Population age 16-74.;Eurostat;56,66;;National Statistical Institute;59,83;;National Statistical Institute;63,41;;National Statistical Institute;64,78;;National Statistical Institute;67,95;;National Statistical Institute;70,16;;National Statistical Institute
Internet users (%);Burkina Faso;0,08;;;0,16;;;0,2;;;0,37;;;0,4;;;0,47;;;0,63;;;0,75;;Autorité de Régulation des Télécommunications Électroniques (ARCE);0,92;;ITU estimate.;1,13;;ITU estimate.;2,4;;ITU estimate.;3;;ITU estimate.;3,73;;ITU estimate.;5;;ITU estimate.;6;;Institut national des Statistiques;8;;ITU estimate.;12;;ITU estimate.;16,8;Populaton 15+.;Findex.;17,4;;ITU estimate.;18;;ITU estimate.;22;;ITU estimate.
Internet users (%);Burundi;0,08;;;0,11;;;0,12;;;0,2;;;0,35;;;0,54;;;0,66;;;0,7;;Agence de Régulation et de Contrôle des Télécommunications (ARCT);0,81;;Agence de Régulation et de Contrôle des Télécommunications (ARCT);0,9;;ITU estimate. ;1;;ITU estimate. ;1,11;;ITU estimate.;1,22;;ITU estimate.;1,26;Population age 5+.;Institut de Statistiques et d'tudes Economiques;1,4;;ITU estimate.;2;;ITU estimate.;2,2;;ITU estimate.;2,66;;Institut de Statistiques et d'tudes Economiques;4,1;;ITU estimate.;6,2;;ITU estimate.;9,4;;ITU estimate.
Internet users (%);Cabo Verde;1,82;;Cabo Verde Telecom.;2,69;;Cabo Verde Telecom.;3,52;;ITU estimate.;4,32;;Cabo Verde Telecom.;5,32;;Cabo Verde Telecom.;6,07;;Instituto das Comunicações e das Tecnologias de Informação.;6,81;;Instituto das Comunicações e das Tecnologias de Informação.;8,28;;Instituto das Comunicações e das Tecnologias de Informação.;14;;ITU estimate.;21;;ITU estimate.;30;;ITU estimate.;32;;ITU estimate.;34,74;;Instituto Nacional de Estatística;37,5;;ITU estimate.;40,26;;ITU estimate.;42,68;;Instituto Nacional de Estatística;50,32;"Population 10 years of age or older
source - IMC 2016 survey";Instituto Nacional de Estatística;57,16;"Population 10 years of age or older
source - IMC 2017 survey";Instituto Nacional de Estatística;59,5;;ITU estimate.;61,94;;INSTITUTO NACIONAL DE ESTATISTICA;64,5;;ITU estimate.
Internet users (%);Cambodia;0,05;;Ministry of Post and Telecommunications (MPTC).;0,08;;Ministry of Post and Telecommunications (MPTC).;0,23;;Ministry of Post and Telecommunications (MPTC).;0,26;;Ministry of Post and Telecommunications (MPTC).;0,3;;Ministry of Post and Telecommunications (MPTC).;0,32;;Ministry of Post and Telecommunications (MPTC).;0,47;;ITU estimate.;0,49;;MINISTRY OF POSTS & TELECOMMUNICATIONS OF CAMBODIA (MPTC);0,51;;MINISTRY OF POSTS & TELECOMMUNICATIONS OF CAMBODIA (MPTC);0,53;;MINISTRY OF POSTS & TELECOMMUNICATIONS OF CAMBODIA (MPTC);1,26;;Ministry of Posts and Telecommunications;3,1;;ITU estimate.;4,94;;National Institute of Statistics;6;Based on Cambodia's Inter-censal Population Survey 2013 and growth of mobile broadband.;ITU estimate based on National Institute of Statistics;14;;ITU estimate.;18;;ITU estimate.;32,4;;National Institute of Statistics;32,9;;National Institute of Statistics;;;;;;;;;
Internet users (%);Cameroon;0,25;;;0,28;;;0,36;;;0,59;;;0,98;;;1,4;;;2,03;;;2,93;;Agence de Régulation des Statistiques;3,4;;ITU estimate.;3,84;;Agence de Régulation des Statistiques;4,3;;ITU estimate.;5;;ITU estimate. ;7,5;;ITU estimate.;10;;ITU estimate.;16,21;Population age 15+.;Institut National de la Statistique;18,3;;ITU estimate.;20,6;;ITU Estimate.;23,2;;Institut National de la Statistique;29,7;;ITU estimate.;33,5;Based on DHS 2018;ITU estimate.;37,8;;ITU estimate.
